"Variante";"Seed";"Sieger";"Runden";"Beiträge";"Startfigur";"LP Gawain";"LP Gildas";"Aussetzbeiträge";"Blutungsticks"
"weapons";"2673286628";"gildas";"11";"21";"gildas";"0";"46";"0";"0"
"weapons";"1032755093";"gildas";"11";"22";"gawain";"0";"37";"0";"0"
"weapons";"3687190854";"gildas";"13";"25";"gildas";"0";"11";"0";"0"
"weapons";"2046659319";"gildas";"18";"36";"gawain";"0";"32";"0";"0"
"weapons";"406127784";"gildas";"10";"20";"gawain";"0";"38";"0";"0"
"weapons";"3060563545";"gildas";"9";"18";"gawain";"0";"20";"0";"0"
"weapons";"1420032010";"gildas";"9";"18";"gawain";"0";"42";"0";"0"
"weapons";"4074467771";"gildas";"11";"21";"gildas";"0";"25";"0";"0"
"weapons";"2433936236";"gildas";"12";"23";"gildas";"0";"50";"0";"0"
"weapons";"793404701";"gildas";"17";"33";"gildas";"0";"29";"0";"0"
"weapons";"3447840462";"gildas";"13";"25";"gildas";"0";"23";"0";"0"
"weapons";"1807308927";"gildas";"14";"27";"gildas";"0";"42";"0";"0"
"weapons";"166777392";"gildas";"12";"24";"gawain";"0";"61";"0";"0"
"weapons";"2821213153";"gildas";"15";"30";"gawain";"0";"40";"0";"0"
"weapons";"1180681618";"gildas";"6";"11";"gildas";"0";"65";"0";"0"
"weapons";"3835117379";"gildas";"13";"25";"gildas";"0";"51";"0";"0"
"techniques";"10609178";"gildas";"2";"4";"gawain";"0";"47";"0";"0"
"techniques";"2665044939";"gildas";"4";"7";"gildas";"0";"37";"0";"0"
"techniques";"1024513404";"gildas";"3";"6";"gawain";"0";"42";"0";"0"
"techniques";"3678949165";"gildas";"6";"12";"gawain";"0";"21";"0";"0"
"techniques";"2038417630";"gildas";"4";"7";"gildas";"0";"49";"0";"0"
"techniques";"397886095";"gildas";"3";"5";"gildas";"0";"52";"0";"0"
"techniques";"3052321856";"gildas";"4";"7";"gildas";"0";"31";"0";"0"
"techniques";"1411790321";"gildas";"3";"6";"gawain";"0";"27";"0";"0"
"techniques";"4066226082";"gildas";"5";"9";"gildas";"0";"47";"0";"0"
"techniques";"2425694547";"gildas";"4";"8";"gawain";"0";"32";"0";"0"
"techniques";"785163012";"gildas";"5";"9";"gildas";"0";"49";"0";"0"
"techniques";"3439598773";"gildas";"3";"6";"gawain";"0";"40";"0";"0"
"techniques";"1799067238";"gildas";"4";"8";"gawain";"0";"44";"0";"0"
"techniques";"158535703";"gildas";"3";"6";"gawain";"0";"31";"0";"0"
"techniques";"2812971464";"gildas";"4";"7";"gildas";"0";"40";"0";"0"
"techniques";"1172439929";"gildas";"4";"8";"gawain";"0";"50";"0";"0"
"techniques";"3826875690";"gildas";"5";"9";"gildas";"0";"47";"0";"0"
"techniques";"2186344155";"gildas";"4";"7";"gildas";"0";"37";"0";"0"
"techniques";"545812620";"gildas";"4";"8";"gawain";"0";"33";"0";"0"
"techniques";"3200248381";"gildas";"4";"7";"gildas";"0";"49";"0";"0"
"techniques";"1559716846";"gildas";"3";"6";"gawain";"0";"34";"0";"0"
"techniques";"4214152607";"gildas";"4";"7";"gildas";"0";"41";"0";"0"
"techniques";"2573621072";"gildas";"4";"7";"gildas";"0";"39";"0";"0"
"techniques";"933089537";"gildas";"5";"9";"gildas";"0";"25";"0";"0"
"techniques";"3587525298";"gildas";"6";"12";"gawain";"0";"32";"0";"0"
"techniques";"1946993763";"gildas";"6";"11";"gildas";"0";"5";"0";"0"
"techniques";"306462228";"gildas";"5";"10";"gawain";"0";"49";"0";"0"
"techniques";"2960897989";"gildas";"3";"6";"gawain";"0";"42";"0";"0"
"techniques";"1320366454";"gildas";"3";"5";"gildas";"0";"65";"0";"0"
"techniques";"3974802215";"gildas";"3";"6";"gawain";"0";"25";"0";"0"
"techniques";"2334270680";"gildas";"4";"8";"gawain";"0";"31";"0";"0"
"techniques";"693739145";"gildas";"3";"5";"gildas";"0";"35";"0";"0"
"techniques";"3348174906";"gildas";"4";"7";"gildas";"0";"16";"0";"0"
"techniques";"1707643371";"gildas";"3";"6";"gawain";"0";"27";"0";"0"
"techniques";"67111836";"gildas";"4";"8";"gawain";"0";"27";"0";"0"
"techniques";"2721547597";"gildas";"5";"9";"gildas";"0";"30";"0";"0"
"techniques";"1081016062";"gildas";"3";"6";"gawain";"0";"43";"0";"0"
"techniques";"3735451823";"gildas";"4";"7";"gildas";"0";"36";"0";"0"
"techniques";"2094920288";"gildas";"4";"7";"gildas";"0";"47";"0";"0"
"techniques";"454388753";"gildas";"4";"8";"gawain";"0";"21";"0";"0"
"techniques";"3108824514";"gildas";"5";"9";"gildas";"0";"28";"0";"0"
"techniques";"1468292979";"gildas";"6";"12";"gawain";"0";"31";"0";"0"
"techniques";"4122728740";"gildas";"4";"8";"gawain";"0";"30";"0";"0"
"techniques";"2482197205";"gildas";"4";"7";"gildas";"0";"41";"0";"0"
"techniques";"841665670";"gildas";"5";"9";"gildas";"0";"34";"0";"0"
"techniques";"3496101431";"gildas";"4";"7";"gildas";"0";"42";"0";"0"
"techniques";"1855569896";"gildas";"3";"5";"gildas";"0";"50";"0";"0"
"techniques";"215038361";"gildas";"4";"7";"gildas";"0";"46";"0";"0"
"techniques";"2869474122";"gildas";"4";"7";"gildas";"0";"32";"0";"0"
"techniques";"1228942587";"gildas";"4";"8";"gawain";"0";"36";"0";"0"
"techniques";"3883378348";"gildas";"5";"10";"gawain";"0";"32";"0";"0"
"techniques";"2242846813";"gildas";"5";"10";"gawain";"0";"45";"0";"0"
"techniques";"602315278";"gildas";"3";"5";"gildas";"0";"56";"0";"0"
"techniques";"3256751039";"gildas";"4";"8";"gawain";"0";"55";"0";"0"
"techniques";"1616219504";"gildas";"2";"4";"gawain";"0";"62";"0";"0"
"techniques";"4270655265";"gildas";"3";"5";"gildas";"0";"52";"0";"0"
"techniques";"2630123730";"gildas";"4";"8";"gawain";"0";"12";"0";"0"
"techniques";"989592195";"gildas";"4";"8";"gawain";"0";"14";"0";"0"
"techniques";"3644027956";"gildas";"4";"8";"gawain";"0";"41";"0";"0"
"techniques";"2003496421";"gildas";"4";"7";"gildas";"0";"55";"0";"0"
"techniques";"362964886";"gildas";"3";"5";"gildas";"0";"60";"0";"0"
"techniques";"3017400647";"gildas";"6";"12";"gawain";"0";"22";"0";"0"
"techniques";"1376869112";"gildas";"4";"8";"gawain";"0";"43";"0";"0"
"techniques";"4031304873";"gildas";"4";"7";"gildas";"0";"46";"0";"0"
"techniques";"2390773338";"gildas";"4";"7";"gildas";"0";"37";"0";"0"
"techniques";"750241803";"gildas";"3";"6";"gawain";"0";"52";"0";"0"
"techniques";"3404677564";"gildas";"7";"13";"gildas";"0";"38";"0";"0"
"techniques";"1764146029";"gildas";"6";"12";"gawain";"0";"33";"0";"0"
"techniques";"123614494";"gildas";"5";"10";"gawain";"0";"28";"0";"0"
"techniques";"2778050255";"gildas";"5";"10";"gawain";"0";"21";"0";"0"
"techniques";"1137518720";"gildas";"3";"6";"gawain";"0";"56";"0";"0"
"techniques";"3791954481";"gildas";"3";"6";"gawain";"0";"62";"0";"0"
"techniques";"2151422946";"gildas";"4";"7";"gildas";"0";"48";"0";"0"
"techniques";"510891411";"gildas";"4";"8";"gawain";"0";"21";"0";"0"
"techniques";"3165327172";"gildas";"3";"5";"gildas";"0";"48";"0";"0"
"techniques";"1524795637";"gildas";"5";"10";"gawain";"0";"27";"0";"0"
"techniques";"4179231398";"gildas";"3";"6";"gawain";"0";"57";"0";"0"
"techniques";"2538699863";"gildas";"4";"7";"gildas";"0";"51";"0";"0"
"techniques";"898168328";"gildas";"3";"6";"gawain";"0";"49";"0";"0"
"techniques";"3552604089";"gildas";"5";"10";"gawain";"0";"43";"0";"0"
"techniques";"1912072554";"gildas";"3";"6";"gawain";"0";"56";"0";"0"
"techniques";"271541019";"gildas";"5";"10";"gawain";"0";"30";"0";"0"
"techniques";"2925976780";"gildas";"3";"5";"gildas";"0";"65";"0";"0"
"techniques";"1285445245";"gildas";"6";"11";"gildas";"0";"36";"0";"0"
"techniques";"3939881006";"gildas";"4";"7";"gildas";"0";"29";"0";"0"
"techniques";"2299349471";"gildas";"5";"9";"gildas";"0";"33";"0";"0"
"techniques";"658817936";"gildas";"4";"8";"gawain";"0";"43";"0";"0"
"techniques";"3313253697";"gildas";"4";"7";"gildas";"0";"50";"0";"0"
"techniques";"1672722162";"gildas";"3";"6";"gawain";"0";"25";"0";"0"
"techniques";"32190627";"gildas";"5";"9";"gildas";"0";"42";"0";"0"
"techniques";"2686626388";"gildas";"4";"7";"gildas";"0";"26";"0";"0"
"techniques";"1046094853";"gildas";"4";"8";"gawain";"0";"41";"0";"0"
"techniques";"3700530614";"gildas";"3";"6";"gawain";"0";"25";"0";"0"
"techniques";"2059999079";"gildas";"5";"9";"gildas";"0";"17";"0";"0"
"techniques";"419467544";"gildas";"3";"5";"gildas";"0";"45";"0";"0"
"techniques";"3073903305";"gildas";"3";"5";"gildas";"0";"51";"0";"0"
"techniques";"1433371770";"gildas";"4";"7";"gildas";"0";"52";"0";"0"
"techniques";"4087807531";"gildas";"4";"7";"gildas";"0";"50";"0";"0"
