"Variante";"Seed";"Sieger";"Runden";"Beiträge";"Startfigur";"LP Gawain";"LP Gildas";"Aussetzbeiträge";"Blutungsticks"
"weapons";"32190627";"gawain";"15";"30";"gildas";"4";"0";"0";"0"
"weapons";"2686626388";"gildas";"10";"19";"gildas";"0";"25";"0";"0"
"weapons";"1046094853";"gildas";"14";"28";"gawain";"0";"11";"0";"0"
"weapons";"3700530614";"gildas";"7";"14";"gawain";"0";"45";"0";"0"
"weapons";"2059999079";"gildas";"11";"21";"gildas";"0";"36";"0";"0"
"weapons";"419467544";"gildas";"6";"11";"gildas";"0";"36";"0";"0"
"weapons";"3073903305";"gildas";"7";"13";"gildas";"0";"33";"0";"0"
"weapons";"1433371770";"gildas";"14";"27";"gildas";"0";"22";"0";"0"
"weapons";"4087807531";"gildas";"12";"23";"gildas";"0";"14";"0";"0"
"weapons";"2447275996";"gildas";"10";"19";"gildas";"0";"13";"0";"0"
"weapons";"806744461";"gildas";"7";"14";"gawain";"0";"50";"0";"0"
"weapons";"3461180222";"gildas";"10";"19";"gildas";"0";"24";"0";"0"
"weapons";"1820648687";"gildas";"8";"16";"gawain";"0";"18";"0";"0"
"weapons";"180117152";"gildas";"11";"22";"gawain";"0";"23";"0";"0"
"weapons";"2834552913";"gawain";"13";"25";"gawain";"16";"0";"0";"0"
"weapons";"1194021378";"gildas";"8";"15";"gildas";"0";"46";"0";"0"
"weapons";"3848457139";"gildas";"19";"37";"gildas";"0";"1";"0";"0"
"weapons";"2207925604";"gildas";"10";"19";"gildas";"0";"26";"0";"0"
"weapons";"567394069";"gildas";"12";"23";"gildas";"0";"14";"0";"0"
"weapons";"3221829830";"gildas";"8";"16";"gawain";"0";"23";"0";"0"
"weapons";"1581298295";"gildas";"13";"26";"gawain";"0";"31";"0";"0"
"weapons";"4235734056";"gildas";"18";"36";"gawain";"0";"16";"0";"0"
"weapons";"2595202521";"gildas";"19";"37";"gildas";"0";"5";"0";"0"
"weapons";"954670986";"gildas";"8";"15";"gildas";"0";"28";"0";"0"
"weapons";"3609106747";"gildas";"12";"24";"gawain";"0";"15";"0";"0"
"weapons";"1968575212";"gildas";"10";"19";"gildas";"0";"20";"0";"0"
"weapons";"328043677";"gildas";"7";"13";"gildas";"0";"24";"0";"0"
"weapons";"2982479438";"gildas";"12";"23";"gildas";"0";"19";"0";"0"
"weapons";"1341947903";"gildas";"14";"27";"gildas";"0";"25";"0";"0"
"weapons";"3996383664";"gildas";"10";"20";"gawain";"0";"3";"0";"0"
"weapons";"2355852129";"gildas";"9";"18";"gawain";"0";"31";"0";"0"
"weapons";"715320594";"gildas";"17";"33";"gildas";"0";"3";"0";"0"
"weapons";"3369756355";"gildas";"12";"23";"gildas";"0";"20";"0";"0"
"weapons";"1729224820";"gildas";"10";"20";"gawain";"0";"27";"0";"0"
"weapons";"88693285";"gawain";"19";"37";"gawain";"1";"0";"0";"0"
"weapons";"2743129046";"gildas";"13";"25";"gildas";"0";"25";"0";"0"
"weapons";"1102597511";"gawain";"15";"29";"gawain";"4";"0";"0";"0"
"weapons";"3757033272";"gildas";"9";"17";"gildas";"0";"18";"0";"0"
"weapons";"2116501737";"gildas";"13";"26";"gawain";"0";"9";"0";"0"
"weapons";"475970202";"gildas";"8";"15";"gildas";"0";"40";"0";"0"
"weapons";"3130405963";"gildas";"11";"22";"gawain";"0";"5";"0";"0"
"weapons";"1489874428";"gawain";"10";"20";"gildas";"18";"0";"0";"0"
"weapons";"4144310189";"gildas";"7";"14";"gawain";"0";"30";"0";"0"
"weapons";"2503778654";"gildas";"11";"21";"gildas";"0";"27";"0";"0"
"weapons";"863247119";"gildas";"15";"30";"gawain";"0";"13";"0";"0"
"weapons";"3517682880";"gildas";"10";"19";"gildas";"0";"17";"0";"0"
"weapons";"1877151345";"gildas";"14";"28";"gawain";"0";"30";"0";"0"
"weapons";"236619810";"gildas";"6";"12";"gawain";"0";"41";"0";"0"
"weapons";"2891055571";"gildas";"18";"35";"gildas";"0";"12";"0";"0"
"weapons";"1250524036";"gildas";"12";"23";"gildas";"0";"33";"0";"0"
"weapons";"3904959797";"gildas";"12";"23";"gildas";"0";"39";"0";"0"
"weapons";"2264428262";"gawain";"11";"22";"gildas";"20";"0";"0";"0"
"weapons";"623896727";"gawain";"9";"17";"gawain";"16";"0";"0";"0"
"weapons";"3278332488";"gawain";"11";"21";"gawain";"6";"0";"0";"0"
"weapons";"1637800953";"gildas";"7";"13";"gildas";"0";"38";"0";"0"
"weapons";"4292236714";"gildas";"8";"16";"gawain";"0";"45";"0";"0"
"weapons";"2651705179";"gildas";"15";"29";"gildas";"0";"18";"0";"0"
"weapons";"1011173644";"gildas";"9";"17";"gildas";"0";"37";"0";"0"
"weapons";"3665609405";"gawain";"14";"28";"gildas";"2";"0";"0";"0"
"weapons";"2025077870";"gildas";"14";"28";"gawain";"0";"15";"0";"0"
"weapons";"384546335";"gildas";"10";"20";"gawain";"0";"11";"0";"0"
"weapons";"3038982096";"gildas";"9";"17";"gildas";"0";"29";"0";"0"
"weapons";"1398450561";"gildas";"18";"35";"gildas";"0";"3";"0";"0"
"weapons";"4052886322";"gildas";"18";"36";"gawain";"0";"23";"0";"0"
"weapons";"2412354787";"gildas";"12";"24";"gawain";"0";"17";"0";"0"
"weapons";"771823252";"gildas";"12";"24";"gawain";"0";"51";"0";"0"
"weapons";"3426259013";"gildas";"10";"19";"gildas";"0";"25";"0";"0"
"weapons";"1785727478";"gildas";"12";"23";"gildas";"0";"8";"0";"0"
"weapons";"145195943";"gildas";"12";"23";"gildas";"0";"31";"0";"0"
"weapons";"2799631704";"gildas";"8";"15";"gildas";"0";"26";"0";"0"
"weapons";"1159100169";"gildas";"12";"23";"gildas";"0";"2";"0";"0"
"weapons";"3813535930";"gildas";"15";"30";"gawain";"0";"17";"0";"0"
"weapons";"2173004395";"gildas";"11";"22";"gawain";"0";"7";"0";"0"
"weapons";"532472860";"gildas";"10";"19";"gildas";"0";"31";"0";"0"
"weapons";"3186908621";"gildas";"9";"18";"gawain";"0";"28";"0";"0"
"weapons";"1546377086";"gildas";"19";"37";"gildas";"0";"4";"0";"0"
"weapons";"4200812847";"gildas";"13";"25";"gildas";"0";"16";"0";"0"
"weapons";"2560281312";"gildas";"8";"16";"gawain";"0";"45";"0";"0"
"weapons";"919749777";"gildas";"7";"14";"gawain";"0";"43";"0";"0"
"weapons";"3574185538";"gildas";"14";"27";"gildas";"0";"2";"0";"0"
"weapons";"1933654003";"gildas";"15";"29";"gildas";"0";"17";"0";"0"
"weapons";"293122468";"gildas";"9";"17";"gildas";"0";"21";"0";"0"
"weapons";"2947558229";"gildas";"13";"25";"gildas";"0";"29";"0";"0"
"weapons";"1307026694";"gildas";"12";"24";"gawain";"0";"25";"0";"0"
"weapons";"3961462455";"gildas";"16";"31";"gildas";"0";"17";"0";"0"
"weapons";"2320930920";"gildas";"13";"26";"gawain";"0";"7";"0";"0"
"weapons";"680399385";"gildas";"20";"40";"gawain";"0";"1";"0";"0"
"weapons";"3334835146";"gildas";"9";"18";"gawain";"0";"37";"0";"0"
"weapons";"1694303611";"gildas";"13";"25";"gildas";"0";"9";"0";"0"
"weapons";"53772076";"gildas";"13";"25";"gildas";"0";"24";"0";"0"
"weapons";"2708207837";"gawain";"12";"24";"gildas";"9";"0";"0";"0"
"weapons";"1067676302";"gildas";"16";"32";"gawain";"0";"22";"0";"0"
"weapons";"3722112063";"gildas";"9";"17";"gildas";"0";"11";"0";"0"
"weapons";"2081580528";"gildas";"21";"41";"gildas";"0";"8";"0";"0"
"weapons";"441048993";"gildas";"12";"24";"gawain";"0";"29";"0";"0"
"weapons";"3095484754";"gawain";"13";"26";"gildas";"13";"0";"0";"0"
"weapons";"1454953219";"gildas";"11";"22";"gawain";"0";"37";"0";"0"
"weapons";"4109388980";"gildas";"6";"12";"gawain";"0";"34";"0";"0"
"weapons";"2468857445";"gawain";"13";"26";"gildas";"5";"0";"0";"0"
"weapons";"828325910";"gildas";"10";"20";"gawain";"0";"39";"0";"0"
"weapons";"3482761671";"gildas";"12";"24";"gawain";"0";"14";"0";"0"
"weapons";"1842230136";"gildas";"11";"22";"gawain";"0";"18";"0";"0"
"weapons";"201698601";"gawain";"11";"21";"gawain";"9";"0";"0";"0"
"weapons";"2856134362";"gildas";"12";"23";"gildas";"0";"33";"0";"0"
"weapons";"1215602827";"gildas";"15";"30";"gawain";"0";"40";"0";"0"
"weapons";"3870038588";"gildas";"13";"25";"gildas";"0";"19";"0";"0"
"weapons";"2229507053";"gildas";"15";"29";"gildas";"0";"16";"0";"0"
"weapons";"588975518";"gawain";"9";"17";"gawain";"18";"0";"0";"0"
"weapons";"3243411279";"gildas";"12";"24";"gawain";"0";"37";"0";"0"
"weapons";"1602879744";"gildas";"9";"18";"gawain";"0";"27";"0";"0"
"weapons";"4257315505";"gildas";"15";"30";"gawain";"0";"18";"0";"0"
"weapons";"2616783970";"gildas";"14";"27";"gildas";"0";"12";"0";"0"
"weapons";"976252435";"gawain";"10";"19";"gawain";"9";"0";"0";"0"
"weapons";"3630688196";"gawain";"12";"24";"gildas";"9";"0";"0";"0"
"weapons";"1990156661";"gildas";"10";"20";"gawain";"0";"24";"0";"0"
"weapons";"349625126";"gawain";"16";"32";"gildas";"16";"0";"0";"0"
"weapons";"3004060887";"gildas";"13";"26";"gawain";"0";"50";"0";"0"
"weapons";"1363529352";"gildas";"10";"20";"gawain";"0";"15";"0";"0"
"weapons";"4017965113";"gildas";"10";"20";"gawain";"0";"25";"0";"0"
"weapons";"2377433578";"gildas";"12";"24";"gawain";"0";"3";"0";"0"
"weapons";"736902043";"gawain";"7";"13";"gawain";"26";"0";"0";"0"
"weapons";"3391337804";"gildas";"10";"19";"gildas";"0";"32";"0";"0"
"weapons";"1750806269";"gildas";"8";"16";"gawain";"0";"44";"0";"0"
"weapons";"110274734";"gawain";"8";"16";"gildas";"28";"0";"0";"0"
"weapons";"2764710495";"gildas";"8";"16";"gawain";"0";"17";"0";"0"
"weapons";"1124178960";"gildas";"17";"34";"gawain";"0";"12";"0";"0"
"weapons";"3778614721";"gildas";"19";"37";"gildas";"0";"32";"0";"0"
"weapons";"2138083186";"gildas";"9";"17";"gildas";"0";"39";"0";"0"
"weapons";"497551651";"gildas";"12";"24";"gawain";"0";"24";"0";"0"
"weapons";"3151987412";"gildas";"10";"20";"gawain";"0";"33";"0";"0"
"weapons";"1511455877";"gildas";"11";"21";"gildas";"0";"24";"0";"0"
"weapons";"4165891638";"gawain";"13";"25";"gawain";"3";"0";"0";"0"
"weapons";"2525360103";"gildas";"8";"15";"gildas";"0";"46";"0";"0"
"weapons";"884828568";"gawain";"13";"25";"gawain";"16";"0";"0";"0"
"weapons";"3539264329";"gildas";"12";"24";"gawain";"0";"33";"0";"0"
"weapons";"1898732794";"gawain";"8";"16";"gildas";"11";"0";"0";"0"
"weapons";"258201259";"gawain";"17";"34";"gildas";"3";"0";"0";"0"
"weapons";"2912637020";"gawain";"10";"20";"gildas";"2";"0";"0";"0"
"weapons";"1272105485";"gildas";"15";"30";"gawain";"0";"8";"0";"0"
"weapons";"3926541246";"gawain";"16";"32";"gildas";"20";"0";"0";"0"
"weapons";"2286009711";"gawain";"11";"21";"gawain";"26";"0";"0";"0"
"weapons";"645478176";"gawain";"17";"33";"gawain";"9";"0";"0";"0"
"weapons";"3299913937";"gildas";"11";"21";"gildas";"0";"33";"0";"0"
"weapons";"1659382402";"gildas";"10";"20";"gawain";"0";"22";"0";"0"
"weapons";"18850867";"gildas";"14";"27";"gildas";"0";"18";"0";"0"
"weapons";"2673286628";"gawain";"14";"28";"gildas";"7";"0";"0";"0"
"weapons";"1032755093";"gildas";"13";"26";"gawain";"0";"18";"0";"0"
"weapons";"3687190854";"gildas";"13";"25";"gildas";"0";"4";"0";"0"
"weapons";"2046659319";"gildas";"17";"34";"gawain";"0";"20";"0";"0"
"weapons";"406127784";"gildas";"11";"22";"gawain";"0";"4";"0";"0"
"weapons";"3060563545";"gildas";"12";"24";"gawain";"0";"7";"0";"0"
"weapons";"1420032010";"gildas";"9";"18";"gawain";"0";"35";"0";"0"
"weapons";"4074467771";"gildas";"11";"21";"gildas";"0";"18";"0";"0"
"weapons";"2433936236";"gildas";"18";"35";"gildas";"0";"1";"0";"0"
"weapons";"793404701";"gildas";"17";"33";"gildas";"0";"7";"0";"0"
"weapons";"3447840462";"gawain";"14";"28";"gildas";"3";"0";"0";"0"
"weapons";"1807308927";"gildas";"13";"25";"gildas";"0";"13";"0";"0"
"weapons";"166777392";"gildas";"12";"24";"gawain";"0";"32";"0";"0"
"weapons";"2821213153";"gildas";"14";"28";"gawain";"0";"18";"0";"0"
"weapons";"1180681618";"gildas";"9";"17";"gildas";"0";"37";"0";"0"
"weapons";"3835117379";"gawain";"13";"26";"gildas";"2";"0";"0";"0"
"techniques";"10609178";"gildas";"3";"6";"gawain";"0";"31";"0";"0"
"techniques";"2665044939";"gildas";"4";"7";"gildas";"0";"15";"0";"0"
"techniques";"1024513404";"gildas";"5";"10";"gawain";"0";"2";"0";"0"
"techniques";"3678949165";"gildas";"5";"10";"gawain";"0";"1";"0";"0"
"techniques";"2038417630";"gildas";"4";"7";"gildas";"0";"42";"0";"0"
"techniques";"397886095";"gildas";"3";"5";"gildas";"0";"45";"0";"0"
"techniques";"3052321856";"gildas";"4";"7";"gildas";"0";"20";"0";"0"
"techniques";"1411790321";"gildas";"3";"6";"gawain";"0";"20";"0";"0"
"techniques";"4066226082";"gildas";"5";"9";"gildas";"0";"22";"0";"0"
"techniques";"2425694547";"gildas";"4";"8";"gawain";"0";"21";"0";"0"
"techniques";"785163012";"gildas";"5";"9";"gildas";"0";"24";"0";"0"
"techniques";"3439598773";"gildas";"3";"6";"gawain";"0";"33";"0";"0"
"techniques";"1799067238";"gildas";"4";"8";"gawain";"0";"13";"0";"0"
"techniques";"158535703";"gildas";"3";"6";"gawain";"0";"13";"0";"0"
"techniques";"2812971464";"gildas";"4";"7";"gildas";"0";"31";"0";"0"
"techniques";"1172439929";"gildas";"4";"8";"gawain";"0";"43";"0";"0"
"techniques";"3826875690";"gildas";"5";"9";"gildas";"0";"25";"0";"0"
"techniques";"2186344155";"gildas";"3";"5";"gildas";"0";"38";"0";"0"
"techniques";"545812620";"gawain";"4";"7";"gawain";"12";"0";"0";"0"
"techniques";"3200248381";"gildas";"5";"9";"gildas";"0";"17";"0";"0"
"techniques";"1559716846";"gildas";"2";"4";"gawain";"0";"27";"0";"0"
"techniques";"4214152607";"gildas";"5";"9";"gildas";"0";"22";"0";"0"
"techniques";"2573621072";"gildas";"4";"7";"gildas";"0";"32";"0";"0"
"techniques";"933089537";"gildas";"5";"9";"gildas";"0";"11";"0";"0"
"techniques";"3587525298";"gildas";"5";"10";"gawain";"0";"14";"0";"0"
"techniques";"1946993763";"gawain";"5";"10";"gildas";"1";"0";"0";"0"
"techniques";"306462228";"gildas";"6";"12";"gawain";"0";"7";"0";"0"
"techniques";"2960897989";"gildas";"3";"6";"gawain";"0";"31";"0";"0"
"techniques";"1320366454";"gildas";"3";"5";"gildas";"0";"40";"0";"0"
"techniques";"3974802215";"gildas";"3";"6";"gawain";"0";"18";"0";"0"
"techniques";"2334270680";"gildas";"4";"8";"gawain";"0";"12";"0";"0"
"techniques";"693739145";"gildas";"3";"5";"gildas";"0";"13";"0";"0"
"techniques";"3348174906";"gildas";"4";"7";"gildas";"0";"6";"0";"0"
"techniques";"1707643371";"gildas";"3";"6";"gawain";"0";"20";"0";"0"
"techniques";"67111836";"gildas";"4";"8";"gawain";"0";"10";"0";"0"
"techniques";"2721547597";"gildas";"5";"9";"gildas";"0";"24";"0";"0"
"techniques";"1081016062";"gildas";"3";"6";"gawain";"0";"36";"0";"0"
"techniques";"3735451823";"gildas";"4";"7";"gildas";"0";"18";"0";"0"
"techniques";"2094920288";"gildas";"4";"7";"gildas";"0";"30";"0";"0"
"techniques";"454388753";"gildas";"4";"8";"gawain";"0";"14";"0";"0"
"techniques";"3108824514";"gildas";"5";"9";"gildas";"0";"4";"0";"0"
"techniques";"1468292979";"gildas";"4";"8";"gawain";"0";"36";"0";"0"
"techniques";"4122728740";"gildas";"4";"8";"gawain";"0";"19";"0";"0"
"techniques";"2482197205";"gildas";"4";"7";"gildas";"0";"36";"0";"0"
"techniques";"841665670";"gildas";"5";"9";"gildas";"0";"23";"0";"0"
"techniques";"3496101431";"gildas";"4";"7";"gildas";"0";"32";"0";"0"
"techniques";"1855569896";"gildas";"3";"5";"gildas";"0";"49";"0";"0"
"techniques";"215038361";"gildas";"4";"7";"gildas";"0";"25";"0";"0"
"techniques";"2869474122";"gildas";"4";"7";"gildas";"0";"21";"0";"0"
"techniques";"1228942587";"gildas";"4";"8";"gawain";"0";"19";"0";"0"
"techniques";"3883378348";"gildas";"5";"10";"gawain";"0";"15";"0";"0"
"techniques";"2242846813";"gildas";"5";"10";"gawain";"0";"5";"0";"0"
"techniques";"602315278";"gildas";"3";"5";"gildas";"0";"45";"0";"0"
"techniques";"3256751039";"gildas";"4";"8";"gawain";"0";"44";"0";"0"
"techniques";"1616219504";"gildas";"2";"4";"gawain";"0";"55";"0";"0"
"techniques";"4270655265";"gildas";"3";"5";"gildas";"0";"45";"0";"0"
"techniques";"2630123730";"gawain";"4";"7";"gawain";"17";"0";"0";"0"
"techniques";"989592195";"gildas";"4";"8";"gawain";"0";"7";"0";"0"
"techniques";"3644027956";"gildas";"4";"8";"gawain";"0";"21";"0";"0"
"techniques";"2003496421";"gildas";"5";"9";"gildas";"0";"19";"0";"0"
"techniques";"362964886";"gildas";"2";"3";"gildas";"0";"54";"0";"0"
"techniques";"3017400647";"gildas";"3";"6";"gawain";"0";"44";"0";"0"
"techniques";"1376869112";"gildas";"4";"8";"gawain";"0";"10";"0";"0"
"techniques";"4031304873";"gildas";"5";"9";"gildas";"0";"11";"0";"0"
"techniques";"2390773338";"gildas";"4";"7";"gildas";"0";"30";"0";"0"
"techniques";"750241803";"gildas";"3";"6";"gawain";"0";"11";"0";"0"
"techniques";"3404677564";"gildas";"7";"13";"gildas";"0";"13";"0";"0"
"techniques";"1764146029";"gildas";"6";"12";"gawain";"0";"33";"0";"0"
"techniques";"123614494";"gildas";"5";"10";"gawain";"0";"21";"0";"0"
"techniques";"2778050255";"gildas";"5";"10";"gawain";"0";"18";"0";"0"
"techniques";"1137518720";"gildas";"4";"8";"gawain";"0";"14";"0";"0"
"techniques";"3791954481";"gildas";"4";"8";"gawain";"0";"6";"0";"0"
"techniques";"2151422946";"gildas";"4";"7";"gildas";"0";"20";"0";"0"
"techniques";"510891411";"gildas";"5";"10";"gawain";"0";"10";"0";"0"
"techniques";"3165327172";"gildas";"3";"5";"gildas";"0";"41";"0";"0"
"techniques";"1524795637";"gildas";"4";"8";"gawain";"0";"27";"0";"0"
"techniques";"4179231398";"gildas";"3";"6";"gawain";"0";"22";"0";"0"
"techniques";"2538699863";"gildas";"4";"7";"gildas";"0";"14";"0";"0"
"techniques";"898168328";"gildas";"3";"6";"gawain";"0";"42";"0";"0"
"techniques";"3552604089";"gildas";"5";"10";"gawain";"0";"36";"0";"0"
"techniques";"1912072554";"gildas";"3";"6";"gawain";"0";"20";"0";"0"
"techniques";"271541019";"gildas";"4";"8";"gawain";"0";"35";"0";"0"
"techniques";"2925976780";"gildas";"3";"5";"gildas";"0";"58";"0";"0"
"techniques";"1285445245";"gildas";"6";"11";"gildas";"0";"7";"0";"0"
"techniques";"3939881006";"gildas";"3";"5";"gildas";"0";"33";"0";"0"
"techniques";"2299349471";"gildas";"4";"7";"gildas";"0";"25";"0";"0"
"techniques";"658817936";"gildas";"5";"10";"gawain";"0";"3";"0";"0"
"techniques";"3313253697";"gildas";"4";"7";"gildas";"0";"43";"0";"0"
"techniques";"1672722162";"gildas";"3";"6";"gawain";"0";"18";"0";"0"
"techniques";"32190627";"gawain";"5";"10";"gildas";"12";"0";"0";"0"
"techniques";"2686626388";"gildas";"4";"7";"gildas";"0";"19";"0";"0"
"techniques";"1046094853";"gawain";"5";"9";"gawain";"2";"0";"0";"0"
"techniques";"3700530614";"gildas";"3";"6";"gawain";"0";"20";"0";"0"
"techniques";"2059999079";"gildas";"5";"9";"gildas";"0";"10";"0";"0"
"techniques";"419467544";"gildas";"2";"3";"gildas";"0";"44";"0";"0"
"techniques";"3073903305";"gildas";"3";"5";"gildas";"0";"31";"0";"0"
"techniques";"1433371770";"gildas";"4";"7";"gildas";"0";"38";"0";"0"
"techniques";"4087807531";"gildas";"4";"7";"gildas";"0";"25";"0";"0"
